step,optimizer_phase,optimizer_iteration,optimizer_evaluation,learning_rate,evaluation_success,objective,gradient_rms,gradient_inf,activation_update_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,inverted_cell_fraction,inverted_rest_measure_fraction,negative_det_f_mean,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms,detF/min,detG/min,detAinv/min,target/rms,target/mae,target/max,activation/rms,activation/neighbor_jump_rms
0,adam,0,1,0.03,1,0.0013468013333333333,0.004163703183213393,0.006695937058573116,0.0,1,1,,0,7.612188171243956e-19,0.9999999999999929,0.9999999999999929,1.0,0.0,0.0,0.0,0.033666666666666664,0.036698791987384724,0.05,0.036698791987384724,0.0,0.0,0.0,0.0,0.0,0.9999999999999929,0.9999999999999929,1.0,0.036698791987384724,0.033666666666666664,0.05,0.0,0.0
1,adam,1,2,0.029699999999999997,1,0.0011022107406610199,0.003997951174305824,0.0062487448556102524,0.029964327038026074,1,3,,0,4.1382125330782244e-10,0.9167261291493267,0.8617285751361747,0.9400065600135267,0.0,0.0,0.0,0.030033611049372737,0.03319955934438016,0.046076840787905464,0.032786119892250574,0.00012726468624239037,0.019290811829771826,0.4463465019076241,0.0,0.029964327038026074,0.9167261291493267,0.8617285751361747,0.9400065600135267,0.03319955934438016,0.030033611049372737,0.046076840787905464,0.029964327038026074,0.0
2,adam,2,3,0.029403,1,0.0008317684073471176,0.0035735185519308985,0.00582594141029302,0.02731717124911347,1,3,,0,3.9031796053631327e-10,0.9196326382180264,0.81323335288189,0.8843024041183375,0.0,0.0,0.0,0.025430533583545196,0.02884039540899392,0.04122220442822023,0.028800249201361813,0.0002642576787791722,0.04004100195446905,0.9165079310155966,0.0,0.04886742321451642,0.9196326382180264,0.81323335288189,0.8843024041183375,0.02884039540899392,0.025430533583545196,0.04122220442822023,0.04886742321451642,0.0
3,adam,3,4,0.029108969999999998,1,0.0006213523175708865,0.003180518563222805,0.005170143241000603,0.026753625026206963,1,3,,0,4.788886966102402e-10,0.7678878152935921,0.6376071550821856,0.8303389406412245,0.0,0.0,0.0,0.021619808735705348,0.024926939594962044,0.036642489000614516,0.024781979135747298,0.00041494086945867057,0.06285411036943353,1.432453719131414,0.0,0.07281973542571406,0.7678878152935921,0.6376071550821856,0.8303389406412245,0.024926939594962044,0.021619808735705348,0.036642489000614516,0.07281973542571406,0.0
4,adam,4,5,0.028817880299999998,1,0.00045364495483901673,0.0027567127011984046,0.004321376733420432,0.0236155558132132,1,3,,0,3.031795106308363e-10,0.6328502670718356,0.493083785761476,0.7791476300435937,0.0,0.0,0.0,0.018570376226857886,0.021298942575607285,0.03207619244039528,0.020845026216066424,0.0005804946899019591,0.08787232501186082,1.9996900979332373,0.0,0.09636724619483655,0.6328502670718356,0.493083785761476,0.7791476300435937,0.021298942575607285,0.018570376226857886,0.03207619244039528,0.09636724619483655,0.0
5,adam,5,6,0.028529701496999998,1,0.0003116784909204138,0.0021345052767447583,0.003329422691166534,0.022512021472672176,1,3,,0,3.6399194094965055e-10,0.5234044765516951,0.38296225598874223,0.7316755456731716,0.0,0.0,0.0,0.0156415439693195,0.017654418453192215,0.02709864697987107,0.017185910394008488,0.0007589422206994993,0.1148287448984504,2.6074838584520057,0.0,0.11835882285280078,0.5234044765516951,0.38296225598874223,0.7316755456731716,0.017654418453192215,0.0156415439693195,0.02709864697987107,0.11835882285280078,0.0
6,adam,6,7,0.02824440448203,1,0.0002116502761841259,0.0013124531989045314,0.002152171494931889,0.022049756891141237,1,3,,0,5.952920393103932e-10,0.4276677260032217,0.2942619018085898,0.6880619787670698,0.0,0.0,0.0,0.013138174139129806,0.014548205256461222,0.021933047532162058,0.014165839931193,0.0009486394773821927,0.1435051248588313,3.2438275506807104,0.0,0.13925728769565804,0.4276677260032217,0.2942619018085898,0.6880619787670698,0.014548205256461222,0.013138174139129806,0.021933047532162058,0.13925728769565804,0.0
7,adam,7,8,0.027961960437209697,1,0.00016831815542521215,0.0004972641727448694,0.0007629433954767788,0.02076707457851317,1,3,,0,7.127446697822197e-10,0.3357011888701242,0.21777155157509442,0.6487065247163771,0.0,0.0,0.0,0.01176912037489718,0.012973748703640446,0.02026105703848366,0.012334888774208639,0.0011475065092628254,0.17356545246393812,3.8925942329068035,0.0,0.15889427841306408,0.3357011888701242,0.21777155157509442,0.6487065247163771,0.012973748703640446,0.01176912037489718,0.02026105703848366,0.15889427841306408,0.0
8,adam,8,9,0.0276823408328376,1,0.00017848705627812372,0.0008679234635182232,0.001220252107062968,0.01810823974680503,1,3,,0,5.814116242874492e-10,0.23190853739293893,0.1425232845882838,0.6145667865034077,0.0,0.0,0.0,0.011796974377883443,0.0133599048004888,0.025267300186139853,0.012109443560642011,0.0013501994171938893,0.20415438978280012,4.527468062403092,0.0,0.1764992801620874,0.23190853739293893,0.1425232845882838,0.6145667865034077,0.0133599048004888,0.011796974377883443,0.025267300186139853,0.1764992801620874,0.0
9,adam,9,10,0.027405517424509224,1,0.0002191937686578447,0.001633603155788054,0.002305325283824038,0.014583632933124247,1,3,,0,3.9224135381170415e-10,0.10635024280801572,0.06242286687551914,0.5869555651904377,0.0,0.0,0.0,0.012369229728893715,0.014805193975691256,0.029575300793359186,0.013180342539675708,0.0015420207837521004,0.23307865883160037,5.1032266290954835,0.0,0.1910576491052449,0.10635024280801572,0.06242286687551914,0.5869555651904377,0.014805193975691256,0.012369229728893715,0.029575300793359186,0.1910576491052449,0.0
10,adam,10,11,0.02713146225026413,1,0.00026733185708482314,0.0022467841734135833,0.0035968404772041226,0.011161371610334111,1,3,,0,2.3256911563256874e-10,-0.026045666647799393,-0.014763291407239821,0.5668233263857414,0.0005,0.0005000000000000008,1.3022833323899717e-05,0.012875209557125783,0.016350286146878994,0.03257048649021278,0.014682392989809844,0.0017021431915795336,0.2572290566778415,5.569087201667776,0.0,0.20185159295482868,-0.026045666647799393,-0.014763291407239821,0.5668233263857414,0.016350286146878994,0.012875209557125783,0.03257048649021278,0.20185159295482868,0.0
