step,evaluation_success,objective,gradient_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,min_singular_ainv,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms
18,1,0.0006072097945111233,4.043975647046924e-05,1,64,,0,4.220634006544041e-09,-0.013646613502472853,-0.013646613502472853,0.02078542870216848,0.021437306153901776,0.02169024418142884,0.02464162726994959,0.05331012126904988,0.01893869645777625,0.006337953630407088,0.7977306468702069,41.47736281433783,0.15819573858443498,0.39318412157378513
19,1,0.0012405386972485432,0.0005908183549426868,1,95,,0,6.450930054616482e-09,-22.469435417724963,-0.021522846466846688,-0.017209569648262507,0.0006808754947768792,0.02994124844170043,0.03522128187968949,0.06876696622379441,0.03032910176590282,0.0059882347695741816,0.7865240967437452,39.34414152510105,0.16975149156356867,0.4000376394685187
20,1,0.0011934063145919312,0.000359464884126313,1,180,,0,9.665868153798976e-10,-35.19691990768091,-0.10203130677364323,-0.05069175381707883,0.0005681653298716871,0.02992273220446859,0.03454571340400906,0.0779385199287027,0.029648322105219203,0.006158923356262023,0.7518525706073461,41.03871787567838,0.1788230435153754,0.40408836860214276
21,1,0.0016557729649911569,0.0005391106347047855,1,146,,0,3.184508858031144e-09,-38.993324895948454,-0.10974726825245461,-0.08428300719836455,0.0006551496616129152,0.03121908375734613,0.04069119026264969,0.10836376248851866,0.034255752820868,0.0066988031080559155,0.811277994712755,46.36421658832545,0.1863165203227923,0.40748459465437764
22,1,0.0011877003460861063,0.00030818835504494525,1,128,,0,9.668837257012228e-11,-22.015375231487628,-0.34076697162408554,-0.11923030190932256,0.00013677840680053537,0.027573266562525435,0.03446302868417264,0.0734538680462541,0.03051464514850264,0.0062811022124821874,0.7331987919240333,42.342020297624636,0.19290302743896545,0.4100418584981484
23,1,0.0006793869053729075,0.00022470395803144525,1,87,,0,3.531662272959989e-10,-26.772827805985973,-0.12889521945836135,-0.14299310235700904,0.0003848949820975672,0.021816019620630255,0.0260650514170394,0.06434143624468294,0.02280625333387214,0.0057343126332569825,0.6577312645556593,40.213393691528005,0.19837535415924804,0.41255607147751266
24,1,0.00047309287807365176,0.0001011313185713134,1,62,,0,6.904740913283239e-11,-22.49767366025947,-0.10609395721900536,-0.16596731468826223,0.0019204858011709995,0.018477002258162147,0.021750698335309876,0.054528285936284275,0.018847527314383054,0.005718309351362022,0.6473371594100183,41.45851581773464,0.20307709086015924,0.4152804187639513
25,1,0.0004139345634463673,6.825640052072702e-05,1,73,,0,1.7097469304804006e-09,-17.55173713213017,-0.250203873099971,-0.19480714996073473,0.0005276612654584978,0.01741575040337037,0.020345381870251717,0.051328630621326136,0.01730130634990171,0.0052816093458739185,0.5871908220045776,38.78966746569404,0.20747959757407552,0.4180986715235409
26,1,0.0005790568581719443,0.0002857429208326653,1,86,,0,1.69500947938603e-09,-28.74776927064299,-0.05550395891595586,-0.22080709496042725,0.00019817352279792924,0.020200317037588213,0.024063600274521358,0.056374053026641106,0.02000040835937574,0.0056648773463764375,0.6168705963831512,44.33026536802563,0.21136225823149551,0.4209448315248951
27,1,0.00046099325035769533,8.517117921044885e-05,1,128,,0,3.1893719783958565e-11,-40.22238201950152,-0.13057736654097168,-0.24472110670966257,0.0008862411410306099,0.018764429747659656,0.021470753371917235,0.047086487175992,0.01813028365663847,0.005824946846028436,0.602795735676795,41.66766188342104,0.21514673320252348,0.4235668590211848
28,1,0.0005129182595426298,0.0001694635920513167,1,52,,0,4.09108885448927e-10,-22.57143881722254,-0.03826067401722467,-0.2663226825197424,0.0035155345646968317,0.019541135542094593,0.022647698769248718,0.048419309048135226,0.018486396030831274,0.005931655494643037,0.6135688540538385,43.42904892638927,0.21833846429955145,0.42596018855343853
29,1,0.0004230016276139387,7.377943720829938e-05,1,85,,0,6.230889572066068e-09,-21.037909289608635,-0.03560002829382568,-0.2878548392257036,0.001685231496265249,0.01772090255103734,0.020567003369813958,0.049908200500754014,0.01686174091295749,0.005741257173331672,0.6144501036925513,41.73069316606655,0.22173071284915016,0.42807209775610033
30,1,0.0003633124934559007,6.532319837816127e-05,1,23,,0,2.3196959086010619e-10,-20.154449210187433,-0.09396767305440587,-0.3101317495395882,0.009859260162892826,0.016124171861324692,0.0190607579454727,0.048292600364204824,0.015432258146825481,0.005558230432609655,0.5923668006800563,39.58959484686468,0.22495759994989556,0.43011553466345387
31,1,0.00035284068242512996,5.6306868196593014e-05,1,29,,0,1.222721710144325e-09,-18.40011753050996,-0.10985899958564412,-0.33097907095585294,4.390688841415093e-05,0.016064076649000468,0.01878405394011447,0.04451072875942382,0.014967916216500688,0.005359642250641233,0.569371048639208,38.35831299832454,0.22796254931686225,0.43236022249839723
32,1,0.00032342253013965903,4.900366861729725e-05,1,31,,0,6.171949203595163e-09,-24.323378880497675,-0.11456279276602932,-0.3501948387797641,0.002927163945218921,0.015626795396609897,0.017983952016719214,0.045074863405832166,0.013819819032833308,0.005184669319857113,0.5506675938288287,37.271210643424766,0.2307791013473372,0.4345250489608659
33,1,0.0002782247454204636,9.370829923689944e-05,1,16,,0,2.0421552704459167e-09,-20.94087692783987,-0.12031111432393775,-0.3679232499590239,0.0028450496570030554,0.01374786257428906,0.016680070306220644,0.04307566415325713,0.013295464260925913,0.004891151389137961,0.5200251430086623,35.4122204440929,0.23335116900522854,0.4365798834380412
34,1,0.0002550094747148611,4.324932582988451e-05,1,45,,0,5.1331042663980215e-09,-15.79072639299485,-0.11967076608716176,-0.38397638149572333,0.0020793757692955514,0.013272700317631596,0.01596901608474552,0.04157697083331412,0.012030470649795155,0.004925347217712707,0.5277025972001744,36.079905155033096,0.235539161861015,0.43832490336041746
35,1,0.00034350455071777743,8.183929110411382e-05,1,53,,0,2.6070041612715703e-09,-37.69173808748412,-0.12976833523021283,-0.3983772633728548,0.0010472294254626176,0.015592762243134396,0.018533875760827184,0.037466748431650126,0.012933778323677224,0.00525684863046431,0.5612138766034142,39.465180314454614,0.2375987403757118,0.4400438788639254
36,1,0.0002867705752742828,8.751947914417803e-05,1,38,,0,1.8174012213213784e-09,-17.765710238889834,-0.14873385242160234,-0.4107978150279935,0.001050469828334099,0.014510366859890121,0.01693430173565721,0.03934454386660417,0.011662389695839001,0.0047333174544691,0.5161021216108915,35.48631729644134,0.23947493127737687,0.44160627912000633
37,1,0.0002602479702746187,6.008344917889823e-05,1,36,,0,1.0884703424109305e-09,-79.8789115347661,-0.16031378536752292,-0.42233255751668375,0.003225218615953858,0.013823023964027034,0.016132202895904165,0.0381781696760907,0.011862993926432915,0.004703749676894203,0.5089734580286055,34.10871883802516,0.24111675149498996,0.442910105805881
38,1,0.00020482820883656786,3.7991535205573696e-05,1,19,,0,1.3597801408745165e-09,-60.825699034634944,-0.15329338817435129,-0.4365222213471997,0.002034382280013091,0.01226758300570415,0.014311820598252615,0.035581441111658105,0.010253651538514581,0.004812825743839669,0.5148495769135495,34.30012398425385,0.24264926994549102,0.44406766158734134
39,1,0.00018539967501348106,3.8054703759399984e-05,1,25,,0,2.405201251200828e-10,-42.25619653088645,-0.15154295041516233,-0.44840923180150816,0.009896478880711641,0.011657659557612547,0.013616154927639486,0.035854932511333204,0.009500988141592217,0.004751334612905681,0.5151179977102449,34.93715528181238,0.24413338856704628,0.44517403728850674
40,1,0.00017026312564843098,3.070106058432978e-05,1,14,,0,7.185486052626359e-09,-32.79522959172941,-0.15535961411550384,-0.4585840205096014,0.0027337136223265323,0.011055697539270475,0.013048491316946607,0.031517704299670615,0.00891229953711686,0.004733613690582501,0.5102041241470084,35.43157745833455,0.24554529786959856,0.4461310809299761
41,1,0.00018204256199904004,6.210587739318902e-05,1,22,,0,1.2429811064866368e-09,-26.807399867446374,-0.1609143202496028,-0.4675973949436699,0.0005021394885790781,0.01133277016132037,0.013492314923653392,0.039641065723268615,0.009528088591547289,0.004846526625104029,0.5263157144080146,36.89130130719307,0.24693702602244497,0.44704353514804657
42,1,0.00016390372282755486,2.8452223105613158e-05,1,22,,0,2.034080192715474e-09,-21.80360474109866,-0.1661943282267101,-0.4754778277730316,0.001679831539333355,0.010470939749071418,0.012802488930967871,0.03717186473627061,0.008697516893296177,0.004908245966780385,0.5378471985073766,37.4755253991408,0.24817854049917945,0.447761772944569
43,1,0.00015274245403885378,1.863817114433052e-05,1,24,,0,7.559616388777496e-12,-19.31802448319837,-0.16947921095984633,-0.48238376480816847,0.006330509002358862,0.01020300047909265,0.012358901813626233,0.03822607530511146,0.0083514266686435,0.004736750121785617,0.5257149342525675,37.2784271792445,0.24937237912322047,0.4484788663891145
44,1,0.00014909147179871624,1.8615723605472336e-05,1,18,,0,1.6757781255622756e-09,-21.29619751135895,-0.17144137289462866,-0.488516599934837,0.010092878594002368,0.010264158060327183,0.012210301871727669,0.03819587337659433,0.008363674872968643,0.004663000455881183,0.5174917917892363,36.77002070933996,0.2505798257417343,0.44923976772190477
45,1,0.00013982818290241575,3.3039371806161075e-05,1,6,,0,1.434506791764917e-10,-20.047953868713954,-0.17199892897629684,-0.494028830673354,0.0032604919887467333,0.009846697106038114,0.011824896739609007,0.03748104660534653,0.008182240091495683,0.004550951936048497,0.5066938440912411,36.05066067075995,0.25177095174522,0.4500439777413488
46,1,0.00014513401468394348,2.448375085625713e-05,1,18,,0,7.638250887395171e-09,-18.811211352359976,-0.17236233120474811,-0.4990596228528516,0.0013008447794012788,0.010393766533866828,0.012047157950485396,0.03404722041049927,0.008143711604977786,0.004422077413589202,0.4913787253139217,35.182100936806144,0.2529322765703309,0.45083067700028484
47,1,0.00012898431379130285,5.478048637753623e-05,1,7,,0,5.757581393540016e-09,-18.336608965434298,-0.17160373460450315,-0.5036503658473119,0.0008461132414899908,0.009560977991003609,0.011357126123773691,0.03326412709772321,0.007711131642234303,0.004431647891075917,0.4914610810949479,35.47888216376669,0.25385213287798836,0.4515646594181173
48,1,0.00012400989617353296,3.897470485282053e-05,1,18,,0,9.407216700991064e-10,-18.34235515067822,-0.17445675872035177,-0.5079417425827789,0.002328628758728837,0.009205190624517525,0.01113597306810379,0.03463931150472971,0.007881186322203582,0.004654217517711813,0.5089154084081056,36.761736421251065,0.2547440656759484,0.4522735030048179
49,1,0.00010832034682095812,1.257797789860613e-05,1,20,,0,2.0691943607537384e-10,-18.91380716361506,-0.17235262846293933,-0.5119754198063186,0.0023540493479871365,0.008587135833943054,0.010407706126758101,0.03119062382018595,0.006854426937973909,0.0045538587849550515,0.4981170663903961,36.18076655608042,0.25565734004431767,0.4529612176796594
50,1,0.00014496800021958229,4.992658650489317e-05,1,21,,0,1.1484845251903956e-09,-22.41065298124846,-0.17353085182120037,-0.515629576637959,0.004494615489562874,0.009671102043023686,0.012040265786916096,0.03350047900029588,0.00794054120909934,0.0045166336925723,0.4929220138846014,35.57423838172956,0.2565606696030486,0.45362704614838795
51,1,0.0001116304311401766,1.8676151487262986e-05,1,9,,0,6.284616503559922e-09,-21.352499004659464,-0.17420002682014987,-0.5189476793825134,0.006955752999351953,0.008735436382386871,0.010565530329338732,0.028972566755520672,0.006870292318889037,0.004423879441053976,0.4864198209556871,34.85766971710462,0.2573970670036299,0.45428470585674857
52,1,0.00010107398435700086,1.1402238870831634e-05,1,10,,0,5.538390163433241e-10,-22.792459983156608,-0.17598258175880163,-0.5218679792366925,0.0004221917851885062,0.008430533247399041,0.01005355580662886,0.026616985947921935,0.0067924711804213085,0.004422113203384339,0.48937306674862885,34.864444426400425,0.25826061286469937,0.45497308107401074
53,1,0.00010034303526832979,1.98327085066452e-05,1,7,,0,9.890666202878876e-10,-24.048991764109704,-0.17760095769733802,-0.5243124087699396,0.006301951444490393,0.008420772643671925,0.0100171370794419,0.02607138397534528,0.007071716424313449,0.004366817877263965,0.48892786097069313,33.98817840527334,0.25912520462749244,0.4556469171603359
54,1,0.00011191489491846483,4.361165856343295e-05,1,20,,0,6.5686527282681034e-09,-26.625183460952293,-0.17969276197342468,-0.5262877058035312,0.003030410990941562,0.009219604317264197,0.01057898364298125,0.02749298392096462,0.007199537231089974,0.004250529237918676,0.4776111764692666,33.143492049458935,0.2599943929797957,0.4562939037332204
55,1,8.93779303595625e-05,1.6918045538179418e-05,1,26,,0,6.217738408102728e-11,-28.288127945496882,-0.1808120572695558,-0.5280190556949163,0.003296785690527027,0.007907737076604584,0.009453990181905337,0.026846724485552406,0.006557546885166736,0.004170597155144839,0.47171921924141735,32.93917925779216,0.2607731410238511,0.45682346407532537
56,1,8.523246759799185e-05,1.8267519176202778e-05,1,9,,0,1.6502904418220598e-10,-30.43097973248986,-0.18163605183339038,-0.5294027140520263,0.004617488126946565,0.007750380258995583,0.009232143174690904,0.031169233968516542,0.006288986719963152,0.004148224093502464,0.47196344179444394,32.99820487456254,0.26150144265862174,0.4573091807501656
57,1,8.097866047107187e-05,1.1365208114338619e-05,1,5,,0,4.1656913215666323e-10,-31.04319270884538,-0.18217558015900182,-0.5305694675225288,0.002796604061203148,0.007538402213949627,0.008998814392522599,0.03183293681912672,0.006043442721175092,0.004091538864113969,0.46683206571116415,32.4239495493746,0.2621560406828147,0.45771812114506716
58,1,7.782880809237703e-05,1.087684301917701e-05,1,19,,0,3.7712305475639717e-10,-28.480938884283944,-0.1823887833211959,-0.531614203788489,0.001935301248197925,0.007342387998687296,0.008822063709380988,0.030515485906139193,0.005814050726366676,0.004020381074416859,0.4585569029154527,31.786727402520345,0.26278102519840796,0.4580777212881331
59,1,7.733992014658292e-05,2.133262332891049e-05,1,15,,0,2.691874143755872e-10,-26.098393266865795,-0.18205167987340543,-0.5325837973756257,0.0010576909964179282,0.007233050905340855,0.008794311806308833,0.027585596498048155,0.005521058465666756,0.003909914893938717,0.44267593510115344,30.64428599324118,0.2633655342701193,0.4583958031214127
60,1,7.047679452117398e-05,1.1337977700781068e-05,1,6,,0,3.553607880055167e-09,-33.68202765871142,-0.18078501535117047,-0.5333968242083139,0.001076302087797283,0.0068788200002542444,0.008395045831987696,0.02968528559075449,0.005334081273001927,0.003868957356816018,0.4372758388253338,30.385700385664563,0.2638745927710318,0.4586841696411683
61,1,9.246030423416852e-05,2.3809287534667095e-05,1,35,,0,3.585224122326398e-09,-44.94593767500101,-0.17906831458818123,-0.5340912158513477,0.003052066653988486,0.007887758849319422,0.009615628124785636,0.033526487749141416,0.006798945392244702,0.00396873598491711,0.44886323688572866,30.71544304319516,0.2643494502218171,0.4589453223598189
62,1,8.359690564666925e-05,2.535723645098109e-05,1,8,,0,2.1973107545142935e-10,-41.57301812987897,-0.180802188987162,-0.5346896653922402,0.00015508369212648433,0.007498797841167536,0.009143134344778559,0.03230917362332673,0.006445917270451404,0.003955988152524114,0.4463098324650827,30.57872396995799,0.2647980747468677,0.45912308278470204
63,1,0.0001304952922798922,2.0849499815686455e-05,1,45,,0,4.245785320679891e-09,-36.35773082561871,-0.18227090168077914,-0.5351022586497642,5.521052750354713e-06,0.009168130620594923,0.01142345360562611,0.035107138515828196,0.007943797520154172,0.004104103041363446,0.46630781859303727,31.38110016147112,0.26522147738574864,0.4592493143874916
64,1,0.00012559100235508632,2.2604492276351426e-05,1,16,,0,4.654605969796246e-09,-31.80366783570792,-0.18189540548121536,-0.5353261926407552,0.00024247155446420758,0.009081056063490462,0.011206739149060547,0.03375701310794472,0.007989289076419413,0.0039704586677438815,0.4600898314380235,30.993320324403566,0.2656064064061637,0.459319614405574
65,1,0.00010929042948080025,2.2686332433212108e-05,1,5,,0,2.822440390382735e-10,-30.376466211966868,-0.18082071447133186,-0.5354665135281749,0.0005450172929191174,0.00844671138153239,0.010454206305636036,0.030962068391682838,0.007835553643692697,0.003906510809390981,0.4546228943117387,30.596012095358628,0.2659509696988059,0.45935614372303757
66,1,9.684019863079348e-05,3.205139577125088e-05,1,16,,0,2.2739948669298347e-09,-31.615008380063326,-0.180179594755582,-0.5355639264882951,0.0032389560280522574,0.008073242188119273,0.009840741772386545,0.030542971069175334,0.007877888262906266,0.003875067528379451,0.4500403568118009,30.051315230595478,0.2662910182224163,0.4593624187322392
67,1,8.599810130808573e-05,1.3045304398688188e-05,1,25,,0,6.261045075199709e-11,-35.895141428183656,-0.17990347908120133,-0.5356050287475013,0.005028030070576862,0.0076515886149616,0.00927351612432338,0.029977789779962613,0.0070513622141143715,0.0037823761199382378,0.43758895318278385,29.31199779882596,0.26668984145658386,0.4592915421493785
68,1,7.792389394547997e-05,1.4406134374781144e-05,1,13,,0,9.656346712004097e-11,-39.1289309284234,-0.18004817512111093,-0.5354914745657761,0.002445457727772575,0.007264701034032079,0.008827451157920952,0.02895351676917723,0.006262170283708679,0.0037010461860234405,0.4288700089177879,28.599162739495867,0.26716930850073783,0.4591942525643281
69,1,7.271654688481983e-05,1.5878311726443703e-05,1,25,,0,5.032442654399442e-10,-37.018295259018856,-0.1795447669170374,-0.5352931703340389,0.00012014446651424764,0.0069947850687742934,0.00852739977278067,0.02942413613646418,0.0055811585903746685,0.0038980969718954775,0.43575807023022917,30.027450876939998,0.26769715032350344,0.4590869761237374
70,1,7.400411882483188e-05,2.692788829321569e-05,1,10,,0,1.1389339519847738e-10,-27.209175500777814,-0.17766761934691208,-0.5350410616678835,0.000768335477157166,0.0070728589222049405,0.008602564665542009,0.03025373038342145,0.005842562324864558,0.0039032010031064784,0.43566575522138673,30.2973413991687,0.2681835561926156,0.45898790879662943
71,1,6.517302081831553e-05,2.086171991170512e-05,1,22,,0,5.122727104818091e-09,-27.123127131790536,-0.17685124021929438,-0.5348222576252887,0.00023830695261419478,0.006718518143047272,0.008072980912792717,0.03148864376841829,0.00567406671908553,0.0037799740033308714,0.4274470116566873,29.53534767970994,0.26858037672341833,0.45890429590713244
72,1,6.142738942141503e-05,1.6249867850512713e-05,1,6,,0,1.3617443188337312e-10,-27.739066057425262,-0.17454558500226894,-0.5346620351747253,5.899902620532706e-05,0.006508409961589512,0.007837562722008355,0.030043040323609684,0.0053751606445451286,0.0037401150176568157,0.4278302977228902,29.62874884430574,0.2689134033905241,0.45881790970432734
73,1,5.6930021892748186e-05,1.062715588126158e-05,1,10,,0,4.485808580582227e-10,-33.57440388812395,-0.1726280161357244,-0.5345380346734463,0.00022193070550654084,0.006253124449706811,0.007545198598628679,0.028167696495339567,0.005060927593170474,0.0037557144431163863,0.42964470718997255,29.796389482145763,0.2692153913128591,0.45875782360893486
74,1,5.571154862292554e-05,8.343910891097579e-06,1,15,,0,9.375801000416759e-09,-38.003024811288995,-0.17027814042598338,-0.5344047496187309,0.000973352193006007,0.006270795879767659,0.007464016922738422,0.0273366054238303,0.004874354548682475,0.0037744063647506235,0.43144313996894706,29.938569734497626,0.2694893323413392,0.4587197794351287
75,1,5.437833705292872e-05,7.385810898149604e-06,1,7,,0,7.55023642726002e-10,-38.3154972678347,-0.16707904977358606,-0.5342470077261169,0.00121990268702348,0.006118010331014306,0.00737416687178482,0.026651361945944033,0.004836988050679362,0.003762977270274333,0.42985263290651293,29.827242314317587,0.26975304367195635,0.4586901480220177
76,1,5.392111004387283e-05,1.4250349665560828e-05,1,4,,0,6.977356925621011e-09,-37.0839784877477,-0.16364264288326558,-0.5340714373158775,0.002791230851579072,0.006047516028560168,0.007343099484813809,0.026473187905394296,0.004839449616891219,0.0037322415468168833,0.42681667161113535,29.613462693719043,0.26999734984087675,0.4586685801798526
77,1,6.18300574002433e-05,2.7230219845822718e-05,1,36,,0,2.6870453748841064e-10,-42.120031781551035,-0.16066725463616058,-0.5337818574172445,0.005209602115975572,0.006388740925079967,0.007863209103174307,0.028694332701750435,0.005209317255185548,0.0036152590457951485,0.41818804098805795,28.902969335455275,0.2702123698306455,0.4586759364585181
78,1,5.637500991677694e-05,1.2606386071331196e-05,1,6,,0,5.051579823342339e-09,-44.09911935038056,-0.15949283968505934,-0.5333828175130356,0.0026781332643175675,0.006060365403814394,0.007508329369225683,0.028816003372516108,0.004847539541276915,0.003558295588400699,0.41439045763062027,28.732932881384258,0.27041412575840684,0.4586918309444758
79,1,5.343522325983695e-05,6.3864013575819685e-06,1,10,,0,1.8106120124815367e-09,-49.85172945085287,-0.15850981181133444,-0.532910189479987,0.0004972461110456429,0.005823672969180318,0.007309940031206614,0.029290847355934325,0.0046249718127825195,0.0034933726834045615,0.4102515900440894,28.36236268721846,0.27059833672354594,0.4587238470144009
80,1,5.259915276222599e-05,6.795249908020522e-06,1,5,,0,1.9739174085161325e-10,-55.30736213976324,-0.1570368948000259,-0.5324088433756083,0.0010969899453346732,0.005768597746923081,0.007252527336192948,0.029357662220067523,0.00449101979085306,0.0034445128020590865,0.4065677715891834,28.11701313682157,0.2707579844096182,0.45877696013882835
81,1,5.1910705511388937e-05,7.475186117457185e-06,1,8,,0,1.7575680899516338e-10,-57.97228286371872,-0.15457576212058424,-0.5319048952755585,0.0014490640185021004,0.005734414060273811,0.0072049084318531725,0.029561991446746795,0.004391463392910211,0.0034189193937657807,0.4045258613026256,28.115496803219436,0.2708895164463672,0.45884529538397223
82,1,5.06501400103359e-05,7.2776324237799005e-06,1,5,,0,3.129236728435735e-11,-56.87186911836606,-0.15119605531582211,-0.5313921222681758,0.0015864283173919894,0.0056694622347857136,0.00711689117595147,0.029454797470412554,0.004296963962618711,0.0034186820204339954,0.4043447650215152,28.19612317900593,0.2709998882440929,0.4589168498202103
83,1,4.878294554478252e-05,6.595161850203573e-06,1,4,,0,6.677417027687625e-09,-52.47784031920154,-0.14718866642209422,-0.5308587705240072,0.00012976266578969807,0.0055384636482246905,0.00698447890288048,0.029007650003133056,0.004188493546212334,0.003425709349936687,0.40484017989006177,28.318689398474,0.27109655692521617,0.45898346307004845
